#1
PRESSURE,11/10/2019,21:45:34,1004556519
PRESSURE,11/10/2019,21:45:34,1004560242
PRESSURE,11/10/2019,21:45:34,1004563843
PRESSURE,11/10/2019,21:45:34,1004568542
PRESSURE,11/10/2019,21:45:34,1004573547
PRESSURE,11/10/2019,21:45:34,1004578552
PRESSURE,11/10/2019,21:45:35,1004583801
PRESSURE,11/10/2019,21:45:35,1004588501
PRESSURE,11/10/2019,21:45:35,1004592346
PRESSURE,11/10/2019,21:45:35,1004595703
PRESSURE,11/10/2019,21:45:35,1004599182
PRESSURE,11/10/2019,21:45:35,1004602112
PRESSURE,11/10/2019,21:45:35,1004604065
PRESSURE,11/10/2019,21:45:35,1004605347
PRESSURE,11/10/2019,21:45:35,1004606934
PRESSURE,11/10/2019,21:45:35,1004608887
PRESSURE,11/10/2019,21:45:35,1004610779
PRESSURE,11/10/2019,21:45:36,1004612122
PRESSURE,11/10/2019,21:45:36,1004613342
PRESSURE,11/10/2019,21:45:36,1004614502
PRESSURE,11/10/2019,21:45:36,1004615723
PRESSURE,11/10/2019,21:45:36,1004615540
PRESSURE,11/10/2019,21:45:36,1004615784
PRESSURE,11/10/2019,21:45:36,1004615906
PRESSURE,11/10/2019,21:45:36,1004615845
PRESSURE,11/10/2019,21:45:36,1004616028
PRESSURE,11/10/2019,21:45:37,1004616028
PRESSURE,11/10/2019,21:45:37,1004615662
PRESSURE,11/10/2019,21:45:37,1004614258
PRESSURE,11/10/2019,21:45:37,1004612183
PRESSURE,11/10/2019,21:45:37,1004609314
PRESSURE,11/10/2019,21:45:37,1004605652
PRESSURE,11/10/2019,21:45:37,1004602051
PRESSURE,11/10/2019,21:45:37,1004598022
PRESSURE,11/10/2019,21:45:37,1004593445
PRESSURE,11/10/2019,21:45:37,1004588989
PRESSURE,11/10/2019,21:45:38,1004584412
PRESSURE,11/10/2019,21:45:38,1004579346
PRESSURE,11/10/2019,21:45:38,1004574158
PRESSURE,11/10/2019,21:45:38,1004569519
PRESSURE,11/10/2019,21:45:38,1004564819
PRESSURE,11/10/2019,21:45:38,1004561462
PRESSURE,11/10/2019,21:45:38,1004558777
PRESSURE,11/10/2019,21:45:38,1004555237
PRESSURE,11/10/2019,21:45:38,1004553467
PRESSURE,11/10/2019,21:45:38,1004552124
PRESSURE,11/10/2019,21:45:39,1004550598
PRESSURE,11/10/2019,21:45:39,1004549072
PRESSURE,11/10/2019,21:45:39,1004547119
PRESSURE,11/10/2019,21:45:39,1004546143
PRESSURE,11/10/2019,21:45:39,1004545654
PRESSURE,11/10/2019,21:45:39,1004544189
PRESSURE,11/10/2019,21:45:39,1004543579
PRESSURE,11/10/2019,21:45:39,1004542664
PRESSURE,11/10/2019,21:45:39,1004541260
PRESSURE,11/10/2019,21:45:39,1004539246
PRESSURE,11/10/2019,21:45:39,1004537659
PRESSURE,11/10/2019,21:45:40,1004536926
PRESSURE,11/10/2019,21:45:40,1004536072
PRESSURE,11/10/2019,21:45:40,1004534363
PRESSURE,11/10/2019,21:45:40,1004533203
PRESSURE,11/10/2019,21:45:40,1004531921
PRESSURE,11/10/2019,21:45:40,1004530640
PRESSURE,11/10/2019,21:45:40,1004529114
PRESSURE,11/10/2019,21:45:40,1004527771
PRESSURE,11/10/2019,21:45:40,1004526794
PRESSURE,11/10/2019,21:45:41,1004526184
PRESSURE,11/10/2019,21:45:41,1004525574
PRESSURE,11/10/2019,21:45:41,1004525024
PRESSURE,11/10/2019,21:45:41,1004525085
PRESSURE,11/10/2019,21:45:41,1004524048
PRESSURE,11/10/2019,21:45:41,1004522949
PRESSURE,11/10/2019,21:45:41,1004522095
PRESSURE,11/10/2019,21:45:41,1004521240
PRESSURE,11/10/2019,21:45:41,1004519592
PRESSURE,11/10/2019,21:45:41,1004518799
PRESSURE,11/10/2019,21:45:42,1004517639
