ACCELEROMETER,11/10/2019,21:45:34,"7,123,433","2,356,930","6,049,056"
ACCELEROMETER,11/10/2019,21:45:34,"7,144,968","2,498,107","5,927,022"
ACCELEROMETER,11/10/2019,21:45:34,"7,109,076","2,447,858","5,938,986"
ACCELEROMETER,11/10/2019,21:45:34,"7,085,148","2,577,070","6,144,768"
ACCELEROMETER,11/10/2019,21:45:34,"7,056,434","2,699,104","6,130,411"
ACCELEROMETER,11/10/2019,21:45:34,"7,010,970","2,629,712","5,893,522"
ACCELEROMETER,11/10/2019,21:45:35,"7,054,041","2,703,890","6,056,234"
ACCELEROMETER,11/10/2019,21:45:35,"7,051,648","2,636,890","5,982,057"
ACCELEROMETER,11/10/2019,21:45:35,"7,121,039","2,543,570","6,094,519"
ACCELEROMETER,11/10/2019,21:45:35,"7,128,219","2,533,999","6,053,841"
ACCELEROMETER,11/10/2019,21:45:35,"7,121,039","2,505,285","5,989,235"
ACCELEROMETER,11/10/2019,21:45:35,"7,209,574","2,383,251","6,080,163"
ACCELEROMETER,11/10/2019,21:45:35,"7,152,147","2,421,536","5,915,058"
ACCELEROMETER,11/10/2019,21:45:35,"7,116,255","2,596,212","6,089,733"
ACCELEROMETER,11/10/2019,21:45:35,"7,080,362","2,629,712","6,161,518"
ACCELEROMETER,11/10/2019,21:45:35,"7,094,719","2,612,962","6,084,948"
ACCELEROMETER,11/10/2019,21:45:36,"6,982,256","2,545,963","6,123,233"
ACCELEROMETER,11/10/2019,21:45:36,"7,030,113","2,675,175","6,032,306"
ACCELEROMETER,11/10/2019,21:45:36,"7,077,969","2,627,320","6,159,126"
ACCELEROMETER,11/10/2019,21:45:36,"7,094,719","2,708,675","6,015,556"
ACCELEROMETER,11/10/2019,21:45:36,"7,044,470","2,533,999","6,185,446"
ACCELEROMETER,11/10/2019,21:45:36,"7,046,863","2,667,997","5,979,663"
ACCELEROMETER,11/10/2019,21:45:36,"7,039,684","2,469,393","6,161,518"
ACCELEROMETER,11/10/2019,21:45:36,"7,027,720","2,646,462","6,144,768"
ACCELEROMETER,11/10/2019,21:45:36,"7,042,077","2,560,320","6,063,413"
ACCELEROMETER,11/10/2019,21:45:36,"6,977,471","2,612,962","6,168,696"
ACCELEROMETER,11/10/2019,21:45:37,"6,999,006","2,514,857","6,128,019"
ACCELEROMETER,11/10/2019,21:45:37,"7,070,791","2,502,892","6,072,984"
ACCELEROMETER,11/10/2019,21:45:37,"7,015,756","2,543,570","6,183,054"
ACCELEROMETER,11/10/2019,21:45:37,"6,965,507","2,536,392","6,283,553"
ACCELEROMETER,11/10/2019,21:45:37,"6,982,256","2,615,355","6,108,876"
ACCELEROMETER,11/10/2019,21:45:37,"6,951,149","2,557,927","6,276,374"
