#1
PRESSURE,11/10/2019,21:45:34,"1,004,556,519",,
PRESSURE,11/10/2019,21:45:34,"1,004,560,242",,
PRESSURE,11/10/2019,21:45:34,"1,004,563,843",,
PRESSURE,11/10/2019,21:45:34,"1,004,568,542",,
PRESSURE,11/10/2019,21:45:34,"1,004,573,547",,
PRESSURE,11/10/2019,21:45:34,"1,004,578,552",,
PRESSURE,11/10/2019,21:45:35,"1,004,583,801",,
PRESSURE,11/10/2019,21:45:35,"1,004,588,501",,
PRESSURE,11/10/2019,21:45:35,"1,004,592,346",,
PRESSURE,11/10/2019,21:45:35,"1,004,595,703",,
PRESSURE,11/10/2019,21:45:35,"1,004,599,182",,
PRESSURE,11/10/2019,21:45:35,"1,004,602,112",,
PRESSURE,11/10/2019,21:45:35,"1,004,604,065",,
PRESSURE,11/10/2019,21:45:35,"1,004,605,347",,
PRESSURE,11/10/2019,21:45:35,"1,004,606,934",,
PRESSURE,11/10/2019,21:45:35,"1,004,608,887",,
PRESSURE,11/10/2019,21:45:35,"1,004,610,779",,
PRESSURE,11/10/2019,21:45:36,"1,004,612,122",,
PRESSURE,11/10/2019,21:45:36,"1,004,613,342",,
PRESSURE,11/10/2019,21:45:36,"1,004,614,502",,
PRESSURE,11/10/2019,21:45:36,"1,004,615,723",,
PRESSURE,11/10/2019,21:45:36,"1,004,615,540",,
PRESSURE,11/10/2019,21:45:36,"1,004,615,784",,
PRESSURE,11/10/2019,21:45:36,"1,004,615,906",,
PRESSURE,11/10/2019,21:45:36,"1,004,615,845",,
PRESSURE,11/10/2019,21:45:36,"1,004,616,028",,
PRESSURE,11/10/2019,21:45:37,"1,004,616,028",,
PRESSURE,11/10/2019,21:45:37,"1,004,615,662",,
PRESSURE,11/10/2019,21:45:37,"1,004,614,258",,
PRESSURE,11/10/2019,21:45:37,"1,004,612,183",,
PRESSURE,11/10/2019,21:45:37,"1,004,609,314",,
PRESSURE,11/10/2019,21:45:37,"1,004,605,652",,
PRESSURE,11/10/2019,21:45:37,"1,004,602,051",,
PRESSURE,11/10/2019,21:45:37,"1,004,598,022",,
PRESSURE,11/10/2019,21:45:37,"1,004,593,445",,
PRESSURE,11/10/2019,21:45:37,"1,004,588,989",,
PRESSURE,11/10/2019,21:45:38,"1,004,584,412",,
PRESSURE,11/10/2019,21:45:38,"1,004,579,346",,
PRESSURE,11/10/2019,21:45:38,"1,004,574,158",,
PRESSURE,11/10/2019,21:45:38,"1,004,569,519",,
PRESSURE,11/10/2019,21:45:38,"1,004,564,819",,
PRESSURE,11/10/2019,21:45:38,"1,004,561,462",,
PRESSURE,11/10/2019,21:45:38,"1,004,558,777",,
PRESSURE,11/10/2019,21:45:38,"1,004,555,237",,
PRESSURE,11/10/2019,21:45:38,"1,004,553,467",,
PRESSURE,11/10/2019,21:45:38,"1,004,552,124",,
PRESSURE,11/10/2019,21:45:39,"1,004,550,598",,
PRESSURE,11/10/2019,21:45:39,"1,004,549,072",,
PRESSURE,11/10/2019,21:45:39,"1,004,547,119",,
PRESSURE,11/10/2019,21:45:39,"1,004,546,143",,
PRESSURE,11/10/2019,21:45:39,"1,004,545,654",,
PRESSURE,11/10/2019,21:45:39,"1,004,544,189",,
PRESSURE,11/10/2019,21:45:39,"1,004,543,579",,
PRESSURE,11/10/2019,21:45:39,"1,004,542,664",,
PRESSURE,11/10/2019,21:45:39,"1,004,541,260",,
PRESSURE,11/10/2019,21:45:39,"1,004,539,246",,
PRESSURE,11/10/2019,21:45:39,"1,004,537,659",,
PRESSURE,11/10/2019,21:45:40,"1,004,536,926",,
PRESSURE,11/10/2019,21:45:40,"1,004,536,072",,
PRESSURE,11/10/2019,21:45:40,"1,004,534,363",,
PRESSURE,11/10/2019,21:45:40,"1,004,533,203",,
PRESSURE,11/10/2019,21:45:40,"1,004,531,921",,
